annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,stat_unreviewed_annotations,stat_concurrents,stat_hot,stat_pageviews,primary_artist_api_path,primary_artist_header_image_url,primary_artist_id,primary_artist_image_url,primary_artist_is_meme_verified,primary_artist_is_verified,primary_artist_name,primary_artist_url
8,/songs/2236,The Beatles,Yesterday by The Beatles,https://images.genius.com/67d46a92276344c6a8684f9c7d27ef80.300x169x1.jpg,https://images.genius.com/67d46a92276344c6a8684f9c7d27ef80.1000x563x1.jpg,2236,7,complete,/The-beatles-yesterday-lyrics,95.0,https://genius.com/The-beatles-yesterday-sample,"{'year': 1965, 'month': 9, 'day': 13}","September 13, 1965","Sep. 13, 1965",https://images.genius.com/f9bfd62a8c651caab16f631039a9a0b6.300x300x1.jpg,https://images.genius.com/f9bfd62a8c651caab16f631039a9a0b6.600x600x1.jpg,"{'unreviewed_annotations': 4, 'concurrents': 3, 'hot': False, 'pageviews': 2546269}",Yesterday,Yesterday,https://genius.com/The-beatles-yesterday-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",4,3.0,False,2546269,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
9,/songs/1575,The Beatles,Let It Be by The Beatles,https://images.genius.com/92f06c735acd852cb7f68a1f1f2c4cdc.300x300x1.jpg,https://images.genius.com/92f06c735acd852cb7f68a1f1f2c4cdc.1000x1000x1.jpg,1575,7,complete,/The-beatles-let-it-be-lyrics,123.0,https://genius.com/The-beatles-let-it-be-sample,"{'year': 1970, 'month': 5, 'day': 8}","May 8, 1970","May. 8, 1970",https://images.genius.com/38df3b59f231f4babd59aec795764979.300x304x1.jpg,https://images.genius.com/38df3b59f231f4babd59aec795764979.494x500x1.jpg,"{'unreviewed_annotations': 1, 'concurrents': 2, 'hot': False, 'pageviews': 1758606}",Let It Be,Let It Be,https://genius.com/The-beatles-let-it-be-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",1,2.0,False,1758606,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
23,/songs/82381,The Beatles,Hey Jude by The Beatles,https://images.genius.com/d3ed7c6e723c41aa6741b000259081fd.300x212x1.jpg,https://images.genius.com/d3ed7c6e723c41aa6741b000259081fd.1000x707x1.jpg,82381,25711,complete,/The-beatles-hey-jude-lyrics,99.0,https://genius.com/The-beatles-hey-jude-sample,"{'year': 1968, 'month': 8, 'day': 26}","August 26, 1968","Aug. 26, 1968",https://images.genius.com/537342a11e2455300f30464e88dd02f0.300x300x1.jpg,https://images.genius.com/537342a11e2455300f30464e88dd02f0.1000x1000x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 1320106}",Hey Jude,Hey Jude,https://genius.com/The-beatles-hey-jude-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",3,,False,1320106,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
20,/songs/56218,The Beatles,Come Together by The Beatles,https://images.genius.com/5a6f82f01d02914d41ebf2cd773a26be.300x300x1.jpg,https://images.genius.com/5a6f82f01d02914d41ebf2cd773a26be.1000x1000x1.jpg,56218,29141,complete,/The-beatles-come-together-lyrics,79.0,https://genius.com/The-beatles-come-together-sample,"{'year': 1969, 'month': 9, 'day': 26}","September 26, 1969","Sep. 26, 1969",https://images.genius.com/04df901371547072bab671b1cca50912.300x300x1.jpg,https://images.genius.com/04df901371547072bab671b1cca50912.1000x1000x1.jpg,"{'unreviewed_annotations': 7, 'hot': False, 'pageviews': 1293475}",Come Together,Come Together,https://genius.com/The-beatles-come-together-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",7,,False,1293475,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
9,/songs/71861,The Beatles,In My Life by The Beatles,https://images.genius.com/1a5e9183169bb70366f9c0e1be9a8042.300x300x1.jpg,https://images.genius.com/1a5e9183169bb70366f9c0e1be9a8042.1000x1000x1.jpg,71861,11524,complete,/The-beatles-in-my-life-lyrics,35.0,https://genius.com/The-beatles-in-my-life-sample,"{'year': 1965, 'month': 12, 'day': 3}","December 3, 1965","Dec. 3, 1965",https://images.genius.com/1a5e9183169bb70366f9c0e1be9a8042.300x300x1.jpg,https://images.genius.com/1a5e9183169bb70366f9c0e1be9a8042.1000x1000x1.jpg,"{'unreviewed_annotations': 4, 'concurrents': 2, 'hot': False, 'pageviews': 1221360}",In My Life,In My Life,https://genius.com/The-beatles-in-my-life-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",4,2.0,False,1221360,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
8,/songs/87577,The Beatles,Here Comes the Sun by The Beatles,https://images.genius.com/003c2b3d4b489659367e9fc1c47ffb62.300x300x1.png,https://images.genius.com/003c2b3d4b489659367e9fc1c47ffb62.1000x1000x1.png,87577,133789,complete,/The-beatles-here-comes-the-sun-lyrics,59.0,https://genius.com/The-beatles-here-comes-the-sun-sample,"{'year': 1969, 'month': 9, 'day': 26}","September 26, 1969","Sep. 26, 1969",https://images.genius.com/003c2b3d4b489659367e9fc1c47ffb62.300x300x1.png,https://images.genius.com/003c2b3d4b489659367e9fc1c47ffb62.1000x1000x1.png,"{'unreviewed_annotations': 5, 'hot': False, 'pageviews': 1210342}",Here Comes the Sun,Here Comes the Sun,https://genius.com/The-beatles-here-comes-the-sun-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",5,,False,1210342,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
7,/songs/87564,The Beatles,Something by The Beatles,https://images.genius.com/584344512ab9bd9db639b1393b26d949.300x300x1.jpg,https://images.genius.com/584344512ab9bd9db639b1393b26d949.1000x1000x1.jpg,87564,133789,complete,/The-beatles-something-lyrics,33.0,https://genius.com/The-beatles-something-sample,"{'year': 1969, 'month': 9, 'day': 26}","September 26, 1969","Sep. 26, 1969",https://images.genius.com/14ca82e1dbb4c721eec6ede26df9553e.300x299x1.jpg,https://images.genius.com/14ca82e1dbb4c721eec6ede26df9553e.1000x995x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 1073582}",Something,Something,https://genius.com/The-beatles-something-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",3,,False,1073582,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
12,/songs/1577,The Beatles,Eleanor Rigby by The Beatles,https://images.genius.com/d09a9e0db69b040b98e4862e522766bc.300x300x1.jpg,https://images.genius.com/d09a9e0db69b040b98e4862e522766bc.1000x1000x1.jpg,1577,7,complete,/The-beatles-eleanor-rigby-lyrics,83.0,https://genius.com/The-beatles-eleanor-rigby-sample,"{'year': 1966, 'month': 8, 'day': 5}","August 5, 1966","Aug. 5, 1966",https://images.rapgenius.com/b669c9e3503f0b187580594f4bab62f7.300x301x1.jpg,https://images.rapgenius.com/b669c9e3503f0b187580594f4bab62f7.461x462x1.jpg,"{'unreviewed_annotations': 1, 'concurrents': 2, 'hot': False, 'pageviews': 1004820}",Eleanor Rigby,Eleanor Rigby,https://genius.com/The-beatles-eleanor-rigby-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",1,2.0,False,1004820,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
18,/songs/1436,The Beatles,A Day in the Life by The Beatles,https://images.genius.com/0123ecd81f4cd4d80c0143bba8b3da8e.300x300x1.png,https://images.genius.com/0123ecd81f4cd4d80c0143bba8b3da8e.1000x1000x1.png,1436,7,complete,/The-beatles-a-day-in-the-life-lyrics,76.0,https://genius.com/The-beatles-a-day-in-the-life-sample,"{'year': 1967, 'month': 5, 'day': 26}","May 26, 1967","May. 26, 1967",https://images.genius.com/0123ecd81f4cd4d80c0143bba8b3da8e.300x300x1.png,https://images.genius.com/0123ecd81f4cd4d80c0143bba8b3da8e.1000x1000x1.png,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 843871}",A Day in the Life,A Day in the Life,https://genius.com/The-beatles-a-day-in-the-life-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",1,,False,843871,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
6,/songs/1556,The Beatles,Blackbird by The Beatles,https://images.genius.com/85f5a0ea6444f048f35ac401fc26e633.300x300x1.png,https://images.genius.com/85f5a0ea6444f048f35ac401fc26e633.1000x1000x1.png,1556,7,complete,/The-beatles-blackbird-lyrics,43.0,https://genius.com/The-beatles-blackbird-sample,"{'year': 1968, 'month': 11, 'day': 22}","November 22, 1968","Nov. 22, 1968",https://images.genius.com/85f5a0ea6444f048f35ac401fc26e633.300x300x1.png,https://images.genius.com/85f5a0ea6444f048f35ac401fc26e633.1000x1000x1.png,"{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 840118}",Blackbird,Blackbird,https://genius.com/The-beatles-blackbird-lyrics,[],"{'api_path': '/artists/586', 'header_image_url': 'https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif', 'id': 586, 'image_url': 'https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Beatles', 'url': 'https://genius.com/artists/The-beatles'}",2,,False,840118,/artists/586,https://images.genius.com/817d7fb288bb1c8456140d7e4987e7e7.400x226x148.gif,586,https://images.genius.com/2a7afa0442a3805371b018ca29dfdda6.1000x1000x1.jpg,False,False,The Beatles,https://genius.com/artists/The-beatles
34,/songs/4176,Missy Elliott,Work It by Missy Elliott,https://images.genius.com/a54a36ef386a84ff0e689dc6d9cbdd18.300x300x1.jpg,https://images.genius.com/a54a36ef386a84ff0e689dc6d9cbdd18.953x953x1.jpg,4176,6654,complete,/Missy-elliott-work-it-lyrics,42.0,https://genius.com/Missy-elliott-work-it-sample,"{'year': 2002, 'month': 9, 'day': 1}","September 1, 2002","Sep. 1, 2002",https://images.genius.com/a54a36ef386a84ff0e689dc6d9cbdd18.300x300x1.jpg,https://images.genius.com/a54a36ef386a84ff0e689dc6d9cbdd18.953x953x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 1394788}",Work It,Work It,https://genius.com/Missy-elliott-work-it-lyrics,[],"{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",3,,False,1394788,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
28,/songs/2368201,Missy Elliott (Ft. Pharrell Williams),WTF (Where They From) by Missy Elliott (Ft. Pharrell Williams),https://images.rapgenius.com/a439d6d6020559ffe7c10f0d73722de1.300x300x1.jpg,https://images.rapgenius.com/a439d6d6020559ffe7c10f0d73722de1.1000x1000x1.jpg,2368201,282633,complete,/Missy-elliott-wtf-where-they-from-lyrics,89.0,https://genius.com/Missy-elliott-wtf-where-they-from-sample,"{'year': 2015, 'month': 11, 'day': 12}","November 12, 2015","Nov. 12, 2015",https://images.rapgenius.com/a439d6d6020559ffe7c10f0d73722de1.300x300x1.jpg,https://images.rapgenius.com/a439d6d6020559ffe7c10f0d73722de1.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 296420}",WTF (Where They From),WTF (Where They From) (Ft. Pharrell Williams),https://genius.com/Missy-elliott-wtf-where-they-from-lyrics,"[{'api_path': '/artists/110', 'header_image_url': 'https://images.genius.com/6bb3ce5bd62c7acfc3a66798c4bbeb26.640x427x1.jpg', 'id': 110, 'image_url': 'https://images.genius.com/aa964e94a21e7b893801ed3a2bd389b8.1000x1000x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Pharrell Williams', 'url': 'https://genius.com/artists/Pharrell-williams', 'iq': 724}]","{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",1,,False,296420,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
14,/songs/4640,Missy Elliott,Get Ur Freak On by Missy Elliott,https://images.genius.com/8c561e799c68d7b4fef60e5d3ef347a9.300x300x1.jpg,https://images.genius.com/8c561e799c68d7b4fef60e5d3ef347a9.1000x1000x1.jpg,4640,1297,complete,/Missy-elliott-get-ur-freak-on-lyrics,19.0,https://genius.com/Missy-elliott-get-ur-freak-on-sample,"{'year': 2001, 'month': 3, 'day': 6}","March 6, 2001","Mar. 6, 2001",https://images.genius.com/18baf13e5f41e15df357c3a85d673632.300x300x1.jpg,https://images.genius.com/18baf13e5f41e15df357c3a85d673632.600x600x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 211910}",Get Ur Freak On,Get Ur Freak On,https://genius.com/Missy-elliott-get-ur-freak-on-lyrics,[],"{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",0,,False,211910,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
42,/songs/4173,Missy Elliott (Ft. Ludacris),Gossip Folks by Missy Elliott (Ft. Ludacris),https://images.genius.com/206153c53d05804677e236aa2ae4eb45.300x300x1.jpg,https://images.genius.com/206153c53d05804677e236aa2ae4eb45.600x600x1.jpg,4173,6654,complete,/Missy-elliott-gossip-folks-lyrics,8.0,https://genius.com/Missy-elliott-gossip-folks-sample,"{'year': 2002, 'month': 11, 'day': 12}","November 12, 2002","Nov. 12, 2002",https://images.genius.com/206153c53d05804677e236aa2ae4eb45.300x300x1.jpg,https://images.genius.com/206153c53d05804677e236aa2ae4eb45.600x600x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 135375}",Gossip Folks,Gossip Folks (Ft. Ludacris),https://genius.com/Missy-elliott-gossip-folks-lyrics,"[{'api_path': '/artists/111', 'header_image_url': 'https://images.genius.com/11880a64f4da5b0153259777d6bcc25e.1000x563x1.jpg', 'id': 111, 'image_url': 'https://images.genius.com/c2e7cfec154f8d1ea7b03aae38e830a8.579x579x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Ludacris', 'url': 'https://genius.com/artists/Ludacris'}]","{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",0,,False,135375,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
6,/songs/33158,Missy Elliott (Ft. Ciara & Fatman Scoop),Lose Control by Missy Elliott (Ft. Ciara & Fatman Scoop),https://images.genius.com/51639e476eac5cb5bed5794c023763ff.300x303x1.jpg,https://images.genius.com/51639e476eac5cb5bed5794c023763ff.700x707x1.jpg,33158,50,complete,/Missy-elliott-lose-control-lyrics,11.0,https://genius.com/Missy-elliott-lose-control-sample,"{'year': 2005, 'month': 5, 'day': 27}","May 27, 2005","May. 27, 2005",https://images.genius.com/51639e476eac5cb5bed5794c023763ff.300x303x1.jpg,https://images.genius.com/51639e476eac5cb5bed5794c023763ff.700x707x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 124894}",Lose Control,Lose Control (Ft. Ciara & Fatman Scoop),https://genius.com/Missy-elliott-lose-control-lyrics,"[{'api_path': '/artists/3516', 'header_image_url': 'https://images.genius.com/c6668ff096c94f8ce5a42becf4d65277.576x576x1.jpg', 'id': 3516, 'image_url': 'https://images.genius.com/c6668ff096c94f8ce5a42becf4d65277.576x576x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Fatman Scoop', 'url': 'https://genius.com/artists/Fatman-scoop'}, {'api_path': '/artists/1630', 'header_image_url': 'https://images.genius.com/8636c8aad8dfba446f8f0a3cbb8962aa.1000x245x1.png', 'id': 1630, 'image_url': 'https://images.genius.com/e923a5d22355e8946f06bacc8661f0c1.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Ciara', 'url': 'https://genius.com/artists/Ciara'}]","{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",1,,False,124894,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
16,/songs/128,Missy Elliott,The Rain (Supa Dupa Fly) by Missy Elliott,https://images.genius.com/a1543159342cd360256c12b42185771f.300x308x1.jpg,https://images.genius.com/a1543159342cd360256c12b42185771f.975x1000x1.jpg,128,4619460,complete,/Missy-elliott-the-rain-supa-dupa-fly-lyrics,8.0,https://genius.com/Missy-elliott-the-rain-supa-dupa-fly-sample,"{'year': 1997, 'month': 5, 'day': 20}","May 20, 1997","May. 20, 1997",https://images.genius.com/a1543159342cd360256c12b42185771f.300x308x1.jpg,https://images.genius.com/a1543159342cd360256c12b42185771f.975x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 126300}",The Rain (Supa Dupa Fly),The Rain (Supa Dupa Fly),https://genius.com/Missy-elliott-the-rain-supa-dupa-fly-lyrics,[],"{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",0,,False,126300,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
9,/songs/2967124,Missy Elliott (Ft. Cainon Lamb),I'm Better by Missy Elliott (Ft. Cainon Lamb),https://images.genius.com/609afe10820cce09ce9e3c768518c63c.300x300x1.jpg,https://images.genius.com/609afe10820cce09ce9e3c768518c63c.600x600x1.jpg,2967124,3075478,complete,/Missy-elliott-im-better-lyrics,13.0,https://genius.com/Missy-elliott-im-better-sample,"{'year': 2017, 'month': 1, 'day': 26}","January 26, 2017","Jan. 26, 2017",https://images.genius.com/609afe10820cce09ce9e3c768518c63c.300x300x1.jpg,https://images.genius.com/609afe10820cce09ce9e3c768518c63c.600x600x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 113013}",I’m Better,I'm Better (Ft. Cainon Lamb),https://genius.com/Missy-elliott-im-better-lyrics,"[{'api_path': '/artists/305112', 'header_image_url': 'https://images.genius.com/b0bf9bf9be2df21ab3f6a45cd9cad67e.299x299x1.jpg', 'id': 305112, 'image_url': 'https://images.genius.com/b0bf9bf9be2df21ab3f6a45cd9cad67e.299x299x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Cainon Lamb', 'url': 'https://genius.com/artists/Cainon-lamb'}]","{'api_path': '/artists/1529', 'header_image_url': 'https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg', 'id': 1529, 'image_url': 'https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Missy Elliott', 'url': 'https://genius.com/artists/Missy-elliott'}",0,,False,113013,/artists/1529,https://images.genius.com/d91c82fa4ae2f1016fadc1c24fbbc59e.1000x333x1.jpg,1529,https://images.genius.com/085828b7d79bf8cf068b1557ca7a5e4c.1000x1000x1.jpg,False,False,Missy Elliott,https://genius.com/artists/Missy-elliott
